group_id,timestamp,target,month,quarter,season,lag_1m,lag_12m,rolling_mean_3m,rolling_mean_12m
198,2024-09-30 00:00:00+00:00,"12,194,102",9,3,4,"10,718,446","11,918,511","10,208,599","20,925,837"
199,2021-01-31 00:00:00+00:00,"2,351,832",1,1,1,,,,
199,2021-02-28 00:00:00+00:00,"2,108,443",2,1,1,"2,351,832",,,
199,2021-03-31 00:00:00+00:00,"2,071,574",3,1,2,"2,108,443",,,
199,2021-04-30 00:00:00+00:00,"1,781,422",4,2,2,"2,071,574",,"2,177,283",
199,2021-05-31 00:00:00+00:00,"1,721,413",5,2,2,"1,781,422",,"1,987,146",
199,2021-06-30 00:00:00+00:00,"1,491,223",6,2,3,"1,721,413",,"1,858,136",
199,2021-07-31 00:00:00+00:00,"1,545,398",7,3,3,"1,491,223",,"1,664,686",
199,2021-08-31 00:00:00+00:00,"1,606,909",8,3,3,"1,545,398",,"1,586,011",
199,2021-09-30 00:00:00+00:00,"1,708,871",9,3,4,"1,606,909",,"1,547,843",
199,2021-10-31 00:00:00+00:00,"1,857,732",10,4,4,"1,708,871",,"1,620,392",
199,2021-11-30 00:00:00+00:00,"1,972,346",11,4,4,"1,857,732",,"1,724,504",
199,2021-12-31 00:00:00+00:00,"2,131,640",12,4,1,"1,972,346",,"1,846,316",
199,2022-01-31 00:00:00+00:00,"2,115,265",1,1,1,"2,131,640","2,351,832","1,987,239","1,862,400"
199,2022-02-28 00:00:00+00:00,"1,793,267",2,1,1,"2,115,265","2,108,443","2,073,084","1,842,686"
199,2022-03-31 00:00:00+00:00,"1,793,516",3,1,2,"1,793,267","2,071,574","2,013,391","1,816,421"
199,2022-04-30 00:00:00+00:00,"1,617,597",4,2,2,"1,793,516","1,781,422","1,900,682","1,793,250"
199,2022-05-31 00:00:00+00:00,"1,556,629",5,2,2,"1,617,597","1,721,413","1,734,793","1,779,598"
199,2022-06-30 00:00:00+00:00,"1,394,396",6,2,3,"1,556,629","1,491,223","1,655,914","1,765,866"
199,2022-07-31 00:00:00+00:00,"1,440,962",7,3,3,"1,394,396","1,545,398","1,522,874","1,757,797"
199,2022-08-31 00:00:00+00:00,"1,421,580",8,3,3,"1,440,962","1,606,909","1,463,996","1,749,094"
199,2022-09-30 00:00:00+00:00,"1,385,245",9,3,4,"1,421,580","1,708,871","1,418,979","1,733,650"
199,2022-10-31 00:00:00+00:00,"1,506,067",10,4,4,"1,385,245","1,857,732","1,415,929","1,706,681"
199,2022-11-30 00:00:00+00:00,"1,549,856",11,4,4,"1,506,067","1,972,346","1,437,631","1,677,376"
199,2022-12-31 00:00:00+00:00,"1,602,694",12,4,1,"1,549,856","2,131,640","1,480,389","1,642,168"
199,2023-01-31 00:00:00+00:00,"1,639,395",1,1,1,"1,602,694","2,115,265","1,552,872","1,598,089"
199,2023-02-28 00:00:00+00:00,"1,504,103",2,1,1,"1,639,395","1,793,267","1,597,315","1,558,434"
199,2023-03-31 00:00:00+00:00,"1,622,200",3,1,2,"1,504,103","1,793,516","1,582,064","1,534,337"
199,2023-04-30 00:00:00+00:00,"1,433,414",4,2,2,"1,622,200","1,617,597","1,588,566","1,520,060"
199,2023-05-31 00:00:00+00:00,"1,394,655",5,2,2,"1,433,414","1,556,629","1,519,906","1,504,712"
199,2023-06-30 00:00:00+00:00,"1,264,232",6,2,3,"1,394,655","1,394,396","1,483,423","1,491,214"
199,2023-07-31 00:00:00+00:00,"1,283,667",7,3,3,"1,264,232","1,440,962","1,364,100","1,480,367"
199,2023-08-31 00:00:00+00:00,"1,318,271",8,3,3,"1,283,667","1,421,580","1,314,185","1,467,259"
199,2023-09-30 00:00:00+00:00,"1,360,788",9,3,4,"1,318,271","1,385,245","1,288,723","1,458,650"
199,2023-10-31 00:00:00+00:00,"1,561,573",10,4,4,"1,360,788","1,506,067","1,320,909","1,456,612"
199,2023-11-30 00:00:00+00:00,"1,658,650",11,4,4,"1,561,573","1,549,856","1,413,544","1,461,237"
199,2023-12-31 00:00:00+00:00,"1,717,617",12,4,1,"1,658,650","1,602,694","1,527,004","1,470,304"
199,2024-01-31 00:00:00+00:00,"1,864,000",1,1,1,"1,717,617","1,639,395","1,645,947","1,479,880"
199,2024-02-29 00:00:00+00:00,"1,610,737",2,1,1,"1,864,000","1,504,103","1,746,755","1,498,598"
199,2024-03-31 00:00:00+00:00,"1,512,088",3,1,2,"1,610,737","1,622,200","1,730,784","1,507,484"
199,2024-04-30 00:00:00+00:00,"1,450,766",4,2,2,"1,512,088","1,433,414","1,662,275","1,498,308"
199,2024-05-31 00:00:00+00:00,"1,316,127",5,2,2,"1,450,766","1,394,655","1,524,530","1,499,754"
199,2024-06-30 00:00:00+00:00,"1,192,118",6,2,3,"1,316,127","1,264,232","1,426,327","1,493,210"
199,2024-07-31 00:00:00+00:00,"1,266,886",7,3,3,"1,192,118","1,283,667","1,319,670","1,487,200"
199,2024-08-31 00:00:00+00:00,"1,280,071",8,3,3,"1,266,886","1,318,271","1,258,377","1,485,802"
199,2024-09-30 00:00:00+00:00,"1,306,819",9,3,4,"1,280,071","1,360,788","1,246,358","1,482,618"
200,2021-01-31 00:00:00+00:00,"8,290,355",1,1,1,,,,
200,2021-02-28 00:00:00+00:00,"7,714,608",2,1,1,"8,290,355",,,
200,2021-03-31 00:00:00+00:00,"6,895,851",3,1,2,"7,714,608",,,
200,2021-04-30 00:00:00+00:00,"5,608,446",4,2,2,"6,895,851",,"7,633,605",
200,2021-05-31 00:00:00+00:00,"5,076,830",5,2,2,"5,608,446",,"6,739,635",
200,2021-06-30 00:00:00+00:00,"3,933,658",6,2,3,"5,076,830",,"5,860,376",
200,2021-07-31 00:00:00+00:00,"3,978,317",7,3,3,"3,933,658",,"4,872,978",
200,2021-08-31 00:00:00+00:00,"4,358,808",8,3,3,"3,978,317",,"4,329,602",
200,2021-09-30 00:00:00+00:00,"4,940,240",9,3,4,"4,358,808",,"4,090,261",
200,2021-10-31 00:00:00+00:00,"5,576,021",10,4,4,"4,940,240",,"4,425,789",
200,2021-11-30 00:00:00+00:00,"6,578,706",11,4,4,"5,576,021",,"4,958,356",
200,2021-12-31 00:00:00+00:00,"7,840,190",12,4,1,"6,578,706",,"5,698,322",
200,2022-01-31 00:00:00+00:00,"7,415,252",1,1,1,"7,840,190","8,290,355","6,664,972","5,899,336"
200,2022-02-28 00:00:00+00:00,"6,202,434",2,1,1,"7,415,252","7,714,608","7,278,049","5,826,411"
200,2022-03-31 00:00:00+00:00,"5,861,335",3,1,2,"6,202,434","6,895,851","7,152,625","5,700,396"
200,2022-04-30 00:00:00+00:00,"5,138,902",4,2,2,"5,861,335","5,608,446","6,493,007","5,614,186"
200,2022-05-31 00:00:00+00:00,"4,538,605",5,2,2,"5,138,902","5,076,830","5,734,223","5,575,058"
200,2022-06-30 00:00:00+00:00,"3,779,932",6,2,3,"4,538,605","3,933,658","5,179,614","5,530,206"
200,2022-07-31 00:00:00+00:00,"3,698,649",7,3,3,"3,779,932","3,978,317","4,485,813","5,517,395"
200,2022-08-31 00:00:00+00:00,"3,666,952",8,3,3,"3,698,649","4,358,808","4,005,729","5,494,089"
200,2022-09-30 00:00:00+00:00,"3,756,669",9,3,4,"3,666,952","4,940,240","3,715,178","5,436,435"
200,2022-10-31 00:00:00+00:00,"4,502,256",10,4,4,"3,756,669","5,576,021","3,707,424","5,337,804"
200,2022-11-30 00:00:00+00:00,"5,193,304",11,4,4,"4,502,256","6,578,706","3,975,293","5,248,323"
200,2022-12-31 00:00:00+00:00,"5,904,073",12,4,1,"5,193,304","7,840,190","4,484,077","5,132,873"
200,2023-01-31 00:00:00+00:00,"5,950,183",1,1,1,"5,904,073","7,415,252","5,199,878","4,971,530"
200,2023-02-28 00:00:00+00:00,"5,586,662",2,1,1,"5,950,183","6,202,434","5,682,520","4,849,441"
200,2023-03-31 00:00:00+00:00,"6,104,255",3,1,2,"5,586,662","5,861,335","5,813,639","4,798,127"
200,2023-04-30 00:00:00+00:00,"4,846,315",4,2,2,"6,104,255","5,138,902","5,880,366","4,818,370"
200,2023-05-31 00:00:00+00:00,"4,206,461",5,2,2,"4,846,315","4,538,605","5,512,410","4,793,988"
200,2023-06-30 00:00:00+00:00,"3,608,588",6,2,3,"4,206,461","3,779,932","5,052,343","4,766,309"
200,2023-07-31 00:00:00+00:00,"3,606,221",7,3,3,"3,608,588","3,698,649","4,220,455","4,752,031"
200,2023-08-31 00:00:00+00:00,"3,649,482",8,3,3,"3,606,221","3,666,952","3,807,090","4,744,328"
200,2023-09-30 00:00:00+00:00,"3,979,881",9,3,4,"3,649,482","3,756,669","3,621,430","4,742,872"
200,2023-10-31 00:00:00+00:00,"5,621,082",10,4,4,"3,979,881","4,502,256","3,745,195","4,761,473"
200,2023-11-30 00:00:00+00:00,"6,264,687",11,4,4,"5,621,082","5,193,304","4,416,815","4,854,709"
200,2023-12-31 00:00:00+00:00,"6,911,640",12,4,1,"6,264,687","5,904,073","5,288,550","4,943,991"
200,2024-01-31 00:00:00+00:00,"7,480,379",1,1,1,"6,911,640","5,950,183","6,265,803","5,027,955"
200,2024-02-29 00:00:00+00:00,"6,256,850",2,1,1,"7,480,379","5,586,662","6,885,569","5,155,471"
200,2024-03-31 00:00:00+00:00,"5,589,133",3,1,2,"6,256,850","6,104,255","6,882,956","5,211,320"
200,2024-04-30 00:00:00+00:00,"5,186,953",4,2,2,"5,589,133","4,846,315","6,442,121","5,168,393"
200,2024-05-31 00:00:00+00:00,"4,249,078",5,2,2,"5,186,953","4,206,461","5,677,646","5,196,780"
200,2024-06-30 00:00:00+00:00,"3,500,266",6,2,3,"4,249,078","3,608,588","5,008,388","5,200,331"
200,2024-07-31 00:00:00+00:00,"3,674,993",7,3,3,"3,500,266","3,606,221","4,312,099","5,191,304"
200,2024-08-31 00:00:00+00:00,"3,790,492",8,3,3,"3,674,993","3,649,482","3,808,112","5,197,035"
200,2024-09-30 00:00:00+00:00,"3,930,165",9,3,4,"3,790,492","3,979,881","3,655,250","5,208,786"
201,2021-01-31 00:00:00+00:00,"2,023,433",1,1,1,,,,
201,2021-02-28 00:00:00+00:00,"1,824,349",2,1,1,"2,023,433",,,
201,2021-03-31 00:00:00+00:00,"1,759,470",3,1,2,"1,824,349",,,
201,2021-04-30 00:00:00+00:00,"1,479,150",4,2,2,"1,759,470",,"1,869,084",
201,2021-05-31 00:00:00+00:00,"1,473,390",5,2,2,"1,479,150",,"1,687,657",
201,2021-06-30 00:00:00+00:00,"1,264,002",6,2,3,"1,473,390",,"1,570,670",
201,2021-07-31 00:00:00+00:00,"1,324,720",7,3,3,"1,264,002",,"1,405,514",
201,2021-08-31 00:00:00+00:00,"1,325,797",8,3,3,"1,324,720",,"1,354,037",
201,2021-09-30 00:00:00+00:00,"1,412,911",9,3,4,"1,325,797",,"1,304,840",
201,2021-10-31 00:00:00+00:00,"1,592,354",10,4,4,"1,412,911",,"1,354,476",
201,2021-11-30 00:00:00+00:00,"1,673,894",11,4,4,"1,592,354",,"1,443,687",
201,2021-12-31 00:00:00+00:00,"1,842,868",12,4,1,"1,673,894",,"1,559,720",
201,2022-01-31 00:00:00+00:00,"1,897,518",1,1,1,"1,842,868","2,023,433","1,703,039","1,583,028"
201,2022-02-28 00:00:00+00:00,"1,686,693",2,1,1,"1,897,518","1,824,349","1,804,760","1,572,535"
201,2022-03-31 00:00:00+00:00,"1,710,765",3,1,2,"1,686,693","1,759,470","1,809,027","1,561,064"
201,2022-04-30 00:00:00+00:00,"1,502,980",4,2,2,"1,710,765","1,479,150","1,764,992","1,557,005"
201,2022-05-31 00:00:00+00:00,"1,442,232",5,2,2,"1,502,980","1,473,390","1,633,479","1,558,991"
201,2022-06-30 00:00:00+00:00,"1,284,669",6,2,3,"1,442,232","1,264,002","1,551,992","1,556,395"
201,2022-07-31 00:00:00+00:00,"1,325,861",7,3,3,"1,284,669","1,324,720","1,409,960","1,558,117"
201,2022-08-31 00:00:00+00:00,"1,248,392",8,3,3,"1,325,861","1,325,797","1,350,921","1,558,212"
201,2022-09-30 00:00:00+00:00,"1,310,720",9,3,4,"1,248,392","1,412,911","1,286,308","1,551,762"
201,2022-10-31 00:00:00+00:00,"1,404,967",10,4,4,"1,310,720","1,592,354","1,294,991","1,543,246"
201,2022-11-30 00:00:00+00:00,"1,439,054",11,4,4,"1,404,967","1,673,894","1,321,360","1,527,630"
201,2022-12-31 00:00:00+00:00,"1,458,579",12,4,1,"1,439,054","1,842,868","1,384,914","1,508,060"
201,2023-01-31 00:00:00+00:00,"1,440,765",1,1,1,"1,458,579","1,897,518","1,434,200","1,476,036"
201,2023-02-28 00:00:00+00:00,"1,248,061",2,1,1,"1,440,765","1,686,693","1,446,132","1,437,973"
201,2023-03-31 00:00:00+00:00,"1,317,971",3,1,2,"1,248,061","1,710,765","1,382,468","1,401,420"
201,2023-04-30 00:00:00+00:00,"1,163,005",4,2,2,"1,317,971","1,502,980","1,335,599","1,368,688"
201,2023-05-31 00:00:00+00:00,"1,140,558",5,2,2,"1,163,005","1,442,232","1,243,012","1,340,356"
201,2023-06-30 00:00:00+00:00,"1,092,732",6,2,3,"1,140,558","1,284,669","1,207,178","1,315,217"
201,2023-07-31 00:00:00+00:00,"1,128,536",7,3,3,"1,092,732","1,325,861","1,132,098","1,299,222"
201,2023-08-31 00:00:00+00:00,"1,172,709",8,3,3,"1,128,536","1,248,392","1,120,609","1,282,778"
201,2023-09-30 00:00:00+00:00,"1,181,053",9,3,4,"1,172,709","1,310,720","1,131,326","1,276,471"
201,2023-10-31 00:00:00+00:00,"1,264,953",10,4,4,"1,181,053","1,404,967","1,160,766","1,265,666"
201,2023-11-30 00:00:00+00:00,"1,298,140",11,4,4,"1,264,953","1,439,054","1,206,239","1,253,998"
201,2023-12-31 00:00:00+00:00,"1,365,840",12,4,1,"1,298,140","1,458,579","1,248,049","1,242,255"
201,2024-01-31 00:00:00+00:00,"1,492,197",1,1,1,"1,365,840","1,440,765","1,309,645","1,234,527"
201,2024-02-29 00:00:00+00:00,"1,284,670",2,1,1,"1,492,197","1,248,061","1,385,392","1,238,813"
201,2024-03-31 00:00:00+00:00,"1,274,262",3,1,2,"1,284,670","1,317,971","1,380,902","1,241,864"
201,2024-04-30 00:00:00+00:00,"1,161,324",4,2,2,"1,274,262","1,163,005","1,350,376","1,238,221"
201,2024-05-31 00:00:00+00:00,"1,127,430",5,2,2,"1,161,324","1,140,558","1,240,085","1,238,081"
201,2024-06-30 00:00:00+00:00,"1,089,049",6,2,3,"1,127,430","1,092,732","1,187,672","1,236,987"
201,2024-07-31 00:00:00+00:00,"1,130,973",7,3,3,"1,089,049","1,128,536","1,125,934","1,236,680"
201,2024-08-31 00:00:00+00:00,"1,139,237",8,3,3,"1,130,973","1,172,709","1,115,817","1,236,883"
201,2024-09-30 00:00:00+00:00,"1,127,952",9,3,4,"1,139,237","1,181,053","1,119,753","1,234,094"
213,2021-01-31 00:00:00+00:00,"11,122,723",1,1,1,,,,
213,2021-02-28 00:00:00+00:00,"10,940,580",2,1,1,"11,122,723",,,
213,2021-03-31 00:00:00+00:00,"9,296,576",3,1,2,"10,940,580",,,
213,2021-04-30 00:00:00+00:00,"6,472,547",4,2,2,"9,296,576",,"10,453,293",
213,2021-05-31 00:00:00+00:00,"5,109,912",5,2,2,"6,472,547",,"8,903,234",
213,2021-06-30 00:00:00+00:00,"3,749,423",6,2,3,"5,109,912",,"6,959,678",
213,2021-07-31 00:00:00+00:00,"4,097,082",7,3,3,"3,749,423",,"5,110,627",
213,2021-08-31 00:00:00+00:00,"4,562,847",8,3,3,"4,097,082",,"4,318,806",
213,2021-09-30 00:00:00+00:00,"5,579,175",9,3,4,"4,562,847",,"4,136,451",
213,2021-10-31 00:00:00+00:00,"6,387,047",10,4,4,"5,579,175",,"4,746,368",
213,2021-11-30 00:00:00+00:00,"8,515,000",11,4,4,"6,387,047",,"5,509,690",
213,2021-12-31 00:00:00+00:00,"10,740,112",12,4,1,"8,515,000",,"6,827,074",
213,2022-01-31 00:00:00+00:00,"10,231,956",1,1,1,"10,740,112","11,122,723","8,547,386","7,214,419"
213,2022-02-28 00:00:00+00:00,"8,753,482",2,1,1,"10,231,956","10,940,580","9,829,023","7,140,188"
213,2022-03-31 00:00:00+00:00,"7,831,052",3,1,2,"8,753,482","9,296,576","9,908,517","6,957,930"
213,2022-04-30 00:00:00+00:00,"6,327,421",4,2,2,"7,831,052","6,472,547","8,938,830","6,835,803"
213,2022-05-31 00:00:00+00:00,"4,635,139",5,2,2,"6,327,421","5,109,912","7,637,318","6,823,709"
213,2022-06-30 00:00:00+00:00,"3,456,197",6,2,3,"4,635,139","3,749,423","6,264,537","6,784,145"
213,2022-07-31 00:00:00+00:00,"3,430,135",7,3,3,"3,456,197","4,097,082","4,806,252","6,759,709"
213,2022-08-31 00:00:00+00:00,"3,739,612",8,3,3,"3,430,135","4,562,847","3,840,490","6,704,130"
213,2022-09-30 00:00:00+00:00,"4,472,007",9,3,4,"3,739,612","5,579,175","3,541,981","6,635,527"
213,2022-10-31 00:00:00+00:00,"5,407,040",10,4,4,"4,472,007","6,387,047","3,880,585","6,543,263"
213,2022-11-30 00:00:00+00:00,"7,091,800",11,4,4,"5,407,040","8,515,000","4,539,553","6,461,596"
213,2022-12-31 00:00:00+00:00,"8,655,278",12,4,1,"7,091,800","10,740,112","5,656,949","6,342,996"
213,2023-01-31 00:00:00+00:00,"8,453,639",1,1,1,"8,655,278","10,231,956","7,051,373","6,169,260"
213,2023-02-28 00:00:00+00:00,"8,016,224",2,1,1,"8,453,639","8,753,482","8,066,906","6,021,067"
213,2023-03-31 00:00:00+00:00,"8,630,790",3,1,2,"8,016,224","7,831,052","8,375,047","5,959,629"
213,2023-04-30 00:00:00+00:00,"5,867,854",4,2,2,"8,630,790","6,327,421","8,366,884","6,026,273"
213,2023-05-31 00:00:00+00:00,"4,278,536",5,2,2,"5,867,854","4,635,139","7,504,956","5,987,976"
213,2023-06-30 00:00:00+00:00,"3,273,391",6,2,3,"4,278,536","3,456,197","6,259,060","5,958,259"
213,2023-07-31 00:00:00+00:00,"3,176,051",7,3,3,"3,273,391","3,430,135","4,473,260","5,943,025"
213,2023-08-31 00:00:00+00:00,"3,511,867",8,3,3,"3,176,051","3,739,612","3,575,992","5,921,852"
213,2023-09-30 00:00:00+00:00,"3,846,811",9,3,4,"3,511,867","4,472,007","3,320,436","5,902,873"
213,2023-10-31 00:00:00+00:00,"6,484,653",10,4,4,"3,846,811","5,407,040","3,511,576","5,850,773"
213,2023-11-30 00:00:00+00:00,"7,654,778",11,4,4,"6,484,653","7,091,800","4,614,443","5,940,574"
213,2023-12-31 00:00:00+00:00,"8,720,354",12,4,1,"7,654,778","8,655,278","5,995,414","5,987,489"
213,2024-01-31 00:00:00+00:00,"10,471,074",1,1,1,"8,720,354","8,453,639","7,619,928","5,992,912"
213,2024-02-29 00:00:00+00:00,"7,918,837",2,1,1,"10,471,074","8,016,224","8,948,735","6,161,032"
213,2024-03-31 00:00:00+00:00,"6,632,521",3,1,2,"7,918,837","8,630,790","9,036,755","6,152,916"
213,2024-04-30 00:00:00+00:00,"5,914,988",4,2,2,"6,632,521","5,867,854","8,340,811","5,986,394"
213,2024-05-31 00:00:00+00:00,"3,790,113",5,2,2,"5,914,988","4,278,536","6,822,116","5,990,322"
213,2024-06-30 00:00:00+00:00,"2,870,710",6,2,3,"3,790,113","3,273,391","5,445,874","5,949,620"
213,2024-07-31 00:00:00+00:00,"2,900,229",7,3,3,"2,870,710","3,176,051","4,191,937","5,916,063"
213,2024-08-31 00:00:00+00:00,"3,200,152",8,3,3,"2,900,229","3,511,867","3,187,017","5,893,078"
213,2024-09-30 00:00:00+00:00,"3,518,945",9,3,4,"3,200,152","3,846,811","2,990,364","5,867,102"
222,2021-01-31 00:00:00+00:00,"7,368,583",1,1,1,,,,
222,2021-02-28 00:00:00+00:00,"7,909,165",2,1,1,"7,368,583",,,
222,2021-03-31 00:00:00+00:00,"6,096,097",3,1,2,"7,909,165",,,
222,2021-04-30 00:00:00+00:00,"5,240,805",4,2,2,"6,096,097",,"7,124,615",
222,2021-05-31 00:00:00+00:00,"4,574,258",5,2,2,"5,240,805",,"6,415,355",
222,2021-06-30 00:00:00+00:00,"3,615,970",6,2,3,"4,574,258",,"5,303,720",
222,2021-07-31 00:00:00+00:00,"3,513,363",7,3,3,"3,615,970",,"4,477,011",
222,2021-08-31 00:00:00+00:00,"4,024,135",8,3,3,"3,513,363",,"3,901,197",
222,2021-09-30 00:00:00+00:00,"4,831,926",9,3,4,"4,024,135",,"3,717,822",
222,2021-10-31 00:00:00+00:00,"5,593,052",10,4,4,"4,831,926",,"4,123,141",
222,2021-11-30 00:00:00+00:00,"6,346,255",11,4,4,"5,593,052",,"4,816,371",
222,2021-12-31 00:00:00+00:00,"8,234,002",12,4,1,"6,346,255",,"5,590,411",
222,2022-01-31 00:00:00+00:00,"7,122,003",1,1,1,"8,234,002","7,368,583","6,724,437","5,612,301"
222,2022-02-28 00:00:00+00:00,"5,476,481",2,1,1,"7,122,003","7,909,165","7,234,087","5,591,753"
222,2022-03-31 00:00:00+00:00,"5,089,907",3,1,2,"5,476,481","6,096,097","6,944,162","5,389,029"
222,2022-04-30 00:00:00+00:00,"3,963,842",4,2,2,"5,089,907","5,240,805","5,896,130","5,305,180"
222,2022-05-31 00:00:00+00:00,"3,196,045",5,2,2,"3,963,842","4,574,258","4,843,410","5,198,766"
222,2022-06-30 00:00:00+00:00,"2,911,082",6,2,3,"3,196,045","3,615,970","4,083,264","5,083,915"
222,2022-07-31 00:00:00+00:00,"2,531,772",7,3,3,"2,911,082","3,513,363","3,356,989","5,025,174"
222,2022-08-31 00:00:00+00:00,"2,499,193",8,3,3,"2,531,772","4,024,135","2,879,633","4,943,375"
222,2022-09-30 00:00:00+00:00,"2,935,210",9,3,4,"2,499,193","4,831,926","2,647,349","4,816,297"
222,2022-10-31 00:00:00+00:00,"3,371,136",10,4,4,"2,935,210","5,593,052","2,655,392","4,658,237"
222,2022-11-30 00:00:00+00:00,"4,507,066",11,4,4,"3,371,136","6,346,255","2,935,180","4,473,077"
222,2022-12-31 00:00:00+00:00,"5,138,007",12,4,1,"4,507,066","8,234,002","3,604,471","4,319,812"
222,2023-01-31 00:00:00+00:00,"5,006,324",1,1,1,"5,138,007","7,122,003","4,338,737","4,061,812"
222,2023-02-28 00:00:00+00:00,"5,082,685",2,1,1,"5,006,324","5,476,481","4,883,799","3,885,505"
222,2023-03-31 00:00:00+00:00,"5,843,797",3,1,2,"5,082,685","5,089,907","5,075,672","3,852,689"
222,2023-04-30 00:00:00+00:00,"4,498,595",4,2,2,"5,843,797","3,963,842","5,310,935","3,915,513"
222,2023-05-31 00:00:00+00:00,"3,223,019",5,2,2,"4,498,595","3,196,045","5,141,692","3,960,076"
222,2023-06-30 00:00:00+00:00,"2,843,743",6,2,3,"3,223,019","2,911,082","4,521,803","3,962,324"
222,2023-07-31 00:00:00+00:00,"2,814,015",7,3,3,"2,843,743","2,531,772","3,521,786","3,956,712"
222,2023-08-31 00:00:00+00:00,"2,820,905",8,3,3,"2,814,015","2,499,193","2,960,259","3,980,232"
222,2023-09-30 00:00:00+00:00,"3,530,677",9,3,4,"2,820,905","2,935,210","2,826,221","4,007,042"
222,2023-10-31 00:00:00+00:00,"5,398,396",10,4,4,"3,530,677","3,371,136","3,055,199","4,056,664"
222,2023-11-30 00:00:00+00:00,"6,324,679",11,4,4,"5,398,396","4,507,066","3,916,659","4,225,602"
222,2023-12-31 00:00:00+00:00,"7,210,102",12,4,1,"6,324,679","5,138,007","5,084,584","4,377,070"
222,2024-01-31 00:00:00+00:00,"7,699,659",1,1,1,"7,210,102","5,006,324","6,311,059","4,549,745"
222,2024-02-29 00:00:00+00:00,"6,258,951",2,1,1,"7,699,659","5,082,685","7,078,147","4,774,189"
222,2024-03-31 00:00:00+00:00,"5,070,959",3,1,2,"6,258,951","5,843,797","7,056,238","4,872,211"
222,2024-04-30 00:00:00+00:00,"4,114,815",4,2,2,"5,070,959","4,498,595","6,343,190","4,807,808"
222,2024-05-31 00:00:00+00:00,"2,841,236",5,2,2,"4,114,815","3,223,019","5,148,242","4,775,827"
222,2024-06-30 00:00:00+00:00,"2,361,687",6,2,3,"2,841,236","2,843,743","4,009,003","4,744,011"
222,2024-07-31 00:00:00+00:00,"2,485,547",7,3,3,"2,361,687","2,814,015","3,105,913","4,703,840"
222,2024-08-31 00:00:00+00:00,"2,447,566",8,3,3,"2,485,547","2,820,905","2,562,823","4,676,468"
222,2024-09-30 00:00:00+00:00,"2,599,671",9,3,4,"2,447,566","3,530,677","2,431,600","4,645,356"
225,2021-01-31 00:00:00+00:00,"6,867,189",1,1,1,,,,
225,2021-02-28 00:00:00+00:00,"6,475,149",2,1,1,"6,867,189",,,
225,2021-03-31 00:00:00+00:00,"5,835,165",3,1,2,"6,475,149",,,
225,2021-04-30 00:00:00+00:00,"4,295,656",4,2,2,"5,835,165",,"6,392,501",
225,2021-05-31 00:00:00+00:00,"3,507,470",5,2,2,"4,295,656",,"5,535,323",
225,2021-06-30 00:00:00+00:00,"2,516,677",6,2,3,"3,507,470",,"4,546,097",
225,2021-07-31 00:00:00+00:00,"2,554,490",7,3,3,"2,516,677",,"3,439,934",
225,2021-08-31 00:00:00+00:00,"3,250,210",8,3,3,"2,554,490",,"2,859,546",
225,2021-09-30 00:00:00+00:00,"4,198,794",9,3,4,"3,250,210",,"2,773,792",
225,2021-10-31 00:00:00+00:00,"5,358,914",10,4,4,"4,198,794",,"3,334,498",
225,2021-11-30 00:00:00+00:00,"6,346,544",11,4,4,"5,358,914",,"4,269,306",
225,2021-12-31 00:00:00+00:00,"7,500,955",12,4,1,"6,346,544",,"5,301,417",
225,2022-01-31 00:00:00+00:00,"7,530,468",1,1,1,"7,500,955","6,867,189","6,402,137","4,892,268"
225,2022-02-28 00:00:00+00:00,"6,359,495",2,1,1,"7,530,468","6,475,149","7,125,989","4,947,541"
225,2022-03-31 00:00:00+00:00,"5,893,947",3,1,2,"6,359,495","5,835,165","7,130,306","4,937,903"
225,2022-04-30 00:00:00+00:00,"4,316,278",4,2,2,"5,893,947","4,295,656","6,594,637","4,942,802"
225,2022-05-31 00:00:00+00:00,"2,902,086",5,2,2,"4,316,278","3,507,470","5,523,240","4,944,520"
225,2022-06-30 00:00:00+00:00,"2,197,701",6,2,3,"2,902,086","2,516,677","4,370,771","4,894,072"
225,2022-07-31 00:00:00+00:00,"2,103,780",7,3,3,"2,197,701","2,554,490","3,138,689","4,867,490"
225,2022-08-31 00:00:00+00:00,"2,316,436",8,3,3,"2,103,780","3,250,210","2,401,189","4,829,931"
225,2022-09-30 00:00:00+00:00,"3,124,639",9,3,4,"2,316,436","4,198,794","2,205,973","4,752,117"
225,2022-10-31 00:00:00+00:00,"3,928,519",10,4,4,"3,124,639","5,358,914","2,514,952","4,662,604"
225,2022-11-30 00:00:00+00:00,"4,692,700",11,4,4,"3,928,519","6,346,544","3,123,198","4,543,404"
225,2022-12-31 00:00:00+00:00,"5,675,877",12,4,1,"4,692,700","7,500,955","3,915,286","4,405,584"
225,2023-01-31 00:00:00+00:00,"5,011,807",1,1,1,"5,675,877","7,530,468","4,765,699","4,253,494"
225,2023-02-28 00:00:00+00:00,"4,255,627",2,1,1,"5,011,807","6,359,495","5,126,795","4,043,606"
225,2023-03-31 00:00:00+00:00,"4,335,511",3,1,2,"4,255,627","5,893,947","4,981,104","3,868,283"
225,2023-04-30 00:00:00+00:00,"2,751,202",4,2,2,"4,335,511","4,316,278","4,534,315","3,738,414"
225,2023-05-31 00:00:00+00:00,"2,172,954",5,2,2,"2,751,202","2,902,086","3,780,780","3,607,991"
